X,,gbifID,occurrenceID,species,decimallongitude,decimallatitude,homepolygon,homepolygon.1
3197,28655,2307011410,EU872987,Pagamea thyrsiflora,-68.16,1.44,Tropical & Subtropical Moist Broadleaf Forests,Rio Negro campinarana
1263,5148,2310805843,KJ734497,Ficus insipida,-72.84,-3.44,Tropical & Subtropical Moist Broadleaf Forests,Solimões-Japurá moist forests
1268,5153,2310762094,KJ734494,Ficus insipida,-72.85,-3.44,Tropical & Subtropical Moist Broadleaf Forests,Solimões-Japurá moist forests
1269,5154,2310748350,KJ734493,Ficus insipida,-72.85,-3.44,Tropical & Subtropical Moist Broadleaf Forests,Solimões-Japurá moist forests
1270,5155,2310740178,KJ734313,Ficus insipida,-72.85,-3.44,Tropical & Subtropical Moist Broadleaf Forests,Solimões-Japurá moist forests
1284,5169,2310448538,KJ734316,Ficus insipida,-72.84,-3.44,Tropical & Subtropical Moist Broadleaf Forests,Solimões-Japurá moist forests
1285,5170,2310431585,KJ734310,Ficus insipida,-72.85,-3.44,Tropical & Subtropical Moist Broadleaf Forests,Solimões-Japurá moist forests
1290,5175,2310394266,KJ734317,Ficus insipida,-72.84,-3.44,Tropical & Subtropical Moist Broadleaf Forests,Solimões-Japurá moist forests
1291,5176,2310376512,KJ734495,Ficus insipida,-72.85,-3.44,Tropical & Subtropical Moist Broadleaf Forests,Solimões-Japurá moist forests
1319,5205,2309777052,KJ734318,Ficus insipida,-72.85,-3.44,Tropical & Subtropical Moist Broadleaf Forests,Solimões-Japurá moist forests
1322,5208,2309741221,KJ734496,Ficus insipida,-72.84,-3.44,Tropical & Subtropical Moist Broadleaf Forests,Solimões-Japurá moist forests
1323,5209,2309707637,KJ734319,Ficus insipida,-72.85,-3.44,Tropical & Subtropical Moist Broadleaf Forests,Solimões-Japurá moist forests
1360,5246,2308767900,KJ734314,Ficus insipida,-72.84,-3.44,Tropical & Subtropical Moist Broadleaf Forests,Solimões-Japurá moist forests
1364,5250,2308685358,KJ734315,Ficus insipida,-72.84,-3.44,Tropical & Subtropical Moist Broadleaf Forests,Solimões-Japurá moist forests
1370,5256,2308615074,KJ734311,Ficus insipida,-72.85,-3.44,Tropical & Subtropical Moist Broadleaf Forests,Solimões-Japurá moist forests
1392,5280,2307915674,KJ734312,Ficus insipida,-72.85,-3.44,Tropical & Subtropical Moist Broadleaf Forests,Solimões-Japurá moist forests
1470,5366,2304987870,KJ734309,Ficus insipida,-72.85,-3.44,Tropical & Subtropical Moist Broadleaf Forests,Solimões-Japurá moist forests
4869,31797,2310905272,KF775789,Wettinia drudei,-70.1511,-3.8227,Tropical & Subtropical Moist Broadleaf Forests,Solimões-Japurá moist forests
4870,31798,2310469489,KF775607,Wettinia drudei,-70.1511,-3.8227,Tropical & Subtropical Moist Broadleaf Forests,Solimões-Japurá moist forests
4879,31807,2309217750,KF775866,Wettinia drudei,-70.1511,-3.8227,Tropical & Subtropical Moist Broadleaf Forests,Solimões-Japurá moist forests
4880,31808,2309081848,KF776043,Wettinia drudei,-70.1511,-3.8227,Tropical & Subtropical Moist Broadleaf Forests,Solimões-Japurá moist forests
4881,31809,2308994411,KF775988,Wettinia drudei,-70.1511,-3.8227,Tropical & Subtropical Moist Broadleaf Forests,Solimões-Japurá moist forests
4884,31812,2308161439,KF775727,Wettinia drudei,-70.1511,-3.8227,Tropical & Subtropical Moist Broadleaf Forests,Solimões-Japurá moist forests
4895,31823,2306146011,KF775673,Wettinia drudei,-70.1511,-3.8227,Tropical & Subtropical Moist Broadleaf Forests,Solimões-Japurá moist forests
4902,31830,2304736790,KF776005,Wettinia drudei,-70.1511,-3.8227,Tropical & Subtropical Moist Broadleaf Forests,Solimões-Japurá moist forests
4903,31831,2304533389,KF775954,Wettinia drudei,-70.1511,-3.8227,Tropical & Subtropical Moist Broadleaf Forests,Solimões-Japurá moist forests
1243,5128,2311161512,KJ734443,Ficus insipida,-67.46,-11.1,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1245,5130,2311159427,KJ734338,Ficus insipida,-73.73,-4.91,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1252,5137,2310999073,KJ734413,Ficus insipida,-71.37,-12.9,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1253,5138,2310977009,KJ734446,Ficus insipida,-67.46,-11.1,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1256,5141,2310928821,KJ734419,Ficus insipida,-71.37,-12.9,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1258,5143,2310886303,KJ734548,Ficus insipida,-69.59,-13.1,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1264,5149,2310800189,KJ734444,Ficus insipida,-67.45,-11.1,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1266,5151,2310783928,KJ734546,Ficus insipida,-71.37,-12.89,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1271,5156,2310734952,KJ734542,Ficus insipida,-71.36,-11.89,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1274,5159,2310667106,KJ734464,Ficus insipida,-64.78,-17.1,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1275,5160,2310658905,KJ734386,Ficus insipida,-75.35,-11,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1276,5161,2310652986,KJ734535,Ficus insipida,-74.64,-11.16,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1278,5163,2310641081,KJ734534,Ficus insipida,-74.64,-11.16,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1280,5165,2310522337,KJ734459,Ficus insipida,-64.78,-17.1,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1282,5167,2310457470,KJ734408,Ficus insipida,-71.36,-11.8,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1288,5173,2310411800,KJ734536,Ficus insipida,-74.66,-11.18,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1292,5177,2310359366,KJ734416,Ficus insipida,-71.37,-12.9,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1293,5178,2310357811,KJ734418,Ficus insipida,-71.37,-12.9,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1296,5181,2310320777,KJ734463,Ficus insipida,-64.78,-17.1,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1299,5184,2310220401,KJ734541,Ficus insipida,-71.36,-11.89,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1301,5186,2310169226,KJ734415,Ficus insipida,-71.37,-12.9,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1302,5187,2310164452,KJ734337,Ficus insipida,-73.73,-4.91,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1303,5188,2310138987,KJ734466,Ficus insipida,-64.78,-17.1,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1306,5191,2310110308,KJ734411,Ficus insipida,-71.37,-12.9,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1308,5193,2310053178,KJ734538,Ficus insipida,-74.65,-11.17,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1311,5197,2309929651,KJ734441,Ficus insipida,-67.47,-11.1,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1313,5199,2309909355,KJ734442,Ficus insipida,-67.5,-11.1,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1317,5203,2309868757,KJ734543,Ficus insipida,-71.37,-12.9,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1320,5206,2309761567,KJ734457,Ficus insipida,-64.78,-17,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1321,5207,2309760388,KJ734465,Ficus insipida,-64.78,-17.1,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1324,5210,2309696667,KJ734410,Ficus insipida,-71.36,-11.8,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1329,5215,2309587035,KJ734417,Ficus insipida,-71.37,-12.9,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1330,5216,2309575258,KJ734461,Ficus insipida,-64.78,-17.1,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1331,5217,2309573722,KJ734547,Ficus insipida,-70.41,-13.5,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1332,5218,2309572358,KJ734412,Ficus insipida,-71.37,-12.9,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1335,5221,2309513378,KJ734544,Ficus insipida,-71.37,-12.9,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1338,5224,2309458942,KJ734545,Ficus insipida,-71.37,-12.9,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1340,5226,2309447446,KJ734458,Ficus insipida,-64.78,-17,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1341,5227,2309411106,KJ734532,Ficus insipida,-75.35,-11.1,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1344,5230,2309302682,KJ734409,Ficus insipida,-71.36,-11.8,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1355,5241,2308965030,KJ734462,Ficus insipida,-64.78,-17.1,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1356,5242,2308963182,KJ734342,Ficus insipida,-73.71,-4.91,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1359,5245,2308774470,KJ734414,Ficus insipida,-71.37,-12.9,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1361,5247,2308719155,KJ734407,Ficus insipida,-71.36,-11.8,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1362,5248,2308705643,KJ734460,Ficus insipida,-64.78,-17.1,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1366,5252,2308666105,KJ734540,Ficus insipida,-71.36,-11.89,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1368,5254,2308645883,KJ734531,Ficus insipida,-75.35,-11.09,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1373,5259,2308449976,KJ734392,Ficus insipida,-75.35,-11.1,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1374,5260,2308439169,KJ734537,Ficus insipida,-74.65,-11.18,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1378,5264,2308399046,KJ734339,Ficus insipida,-73.73,-4.91,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1379,5265,2308380189,KJ734539,Ficus insipida,-71.36,-11.89,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1381,5267,2308373690,KJ734533,Ficus insipida,-75.36,-11.1,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1382,5268,2308365415,KJ734554,Ficus insipida,-69.52,-12.05,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1391,5279,2307921267,KJ734445,Ficus insipida,-67.45,-11.1,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1394,5284,2307666441,KJ734440,Ficus insipida,-69.01,-11.4,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1395,5285,2307655704,KJ734555,Ficus insipida,-69.01,-11.41,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1396,5286,2307580075,KJ734388,Ficus insipida,-75.35,-11,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1398,5288,2307558930,KJ734395,Ficus insipida,-75.35,-11.1,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1400,5290,2307514344,KJ734345,Ficus insipida,-73.65,-4.89,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1401,5291,2307494726,KJ734551,Ficus insipida,-70.1,-12.56,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1402,5292,2307488296,KJ734550,Ficus insipida,-70.1,-12.56,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1403,5293,2307486796,KJ734439,Ficus insipida,-69.01,-11.4,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1404,5294,2307482192,KJ734393,Ficus insipida,-75.36,-11.1,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1406,5296,2307468652,KJ734431,Ficus insipida,-70.1,-12.5,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1411,5301,2307338445,KJ734438,Ficus insipida,-69.01,-11.4,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1413,5304,2307308195,KJ734424,Ficus insipida,-69.29,-12.8,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1417,5309,2307117298,KJ734552,Ficus insipida,-70.1,-12.56,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1421,5313,2306925727,KJ734509,Ficus insipida,-73.73,-4.91,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1424,5316,2306765539,KJ734390,Ficus insipida,-75.35,-11.1,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1425,5317,2306725864,KJ734512,Ficus insipida,-73.65,-4.89,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1427,5319,2306697381,KJ734553,Ficus insipida,-70.1,-12.56,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1428,5321,2306597894,KJ734421,Ficus insipida,-71.37,-12.8,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1430,5323,2306564611,KJ734434,Ficus insipida,-69.52,-12,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1432,5325,2306542897,KJ734433,Ficus insipida,-70.1,-12.5,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1433,5326,2306493518,KJ734437,Ficus insipida,-69.01,-11.4,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1434,5327,2306483508,KJ734435,Ficus insipida,-69.01,-11.4,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1437,5330,2306435479,KJ734389,Ficus insipida,-75.35,-11,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1438,5331,2306426260,KJ734430,Ficus insipida,-70.1,-12.5,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1439,5332,2306371770,KJ734426,Ficus insipida,-69.29,-12.8,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1441,5334,2306330044,KJ734510,Ficus insipida,-73.72,-4.91,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1443,5336,2306262025,KJ734391,Ficus insipida,-75.35,-11.1,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1444,5337,2306236563,KJ734387,Ficus insipida,-75.35,-11,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1445,5338,2306208071,KJ734556,Ficus insipida,-67.47,-11.15,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1446,5339,2306125063,KJ734427,Ficus insipida,-69.29,-12.8,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1449,5343,2305890927,KJ734344,Ficus insipida,-73.7,-4.92,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1456,5350,2305671772,KJ734549,Ficus insipida,-69.29,-12.84,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1457,5351,2305535828,KJ734559,Ficus insipida,-64.78,-17.09,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1458,5352,2305519826,KJ734429,Ficus insipida,-69.59,-13.1,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1462,5356,2305480711,KJ734420,Ficus insipida,-71.37,-12.9,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1464,5358,2305412100,KJ734340,Ficus insipida,-73.72,-4.91,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1465,5359,2305347234,KJ734425,Ficus insipida,-69.29,-12.8,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1466,5360,2305198958,KJ734428,Ficus insipida,-69.59,-13.1,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1467,5362,2305040085,KJ734436,Ficus insipida,-69.01,-11.4,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1468,5363,2305011944,KJ734423,Ficus insipida,-69.29,-12.8,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1469,5364,2305005474,KJ734511,Ficus insipida,-73.7,-4.92,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1471,5367,2304951024,KJ734558,Ficus insipida,-64.78,-17.09,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1474,5370,2304847686,KJ734508,Ficus insipida,-73.73,-4.91,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1476,5372,2304808913,KJ734394,Ficus insipida,-75.36,-11.1,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1478,5374,2304557826,KJ734343,Ficus insipida,-73.71,-4.91,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1481,5377,2304481397,KJ734422,Ficus insipida,-70.41,-13.5,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1486,5382,2304179003,KJ734341,Ficus insipida,-73.71,-4.91,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1488,5384,2304161380,KJ734432,Ficus insipida,-70.1,-12.5,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1799,6417,2310728394,KF775896,Iriartea deltoidea,-74.9299,-7.3818,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1805,6423,2310137677,KF776091,Iriartea deltoidea,-74.9299,-7.3818,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1809,6427,2309319119,KF775737,Iriartea deltoidea,-74.9299,-7.3818,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1811,6429,2309202268,KF775847,Iriartea deltoidea,-74.9299,-7.3818,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1814,6432,2308929353,KF776082,Iriartea deltoidea,-74.9299,-7.3818,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1816,6434,2308447981,KF776033,Iriartea deltoidea,-74.9299,-7.3818,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1823,6441,2307281303,KF775691,Iriartea deltoidea,-74.9299,-7.3818,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1824,6442,2307153199,KF775820,Iriartea deltoidea,-74.9299,-7.3818,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1826,6444,2305917798,KF775595,Iriartea deltoidea,-74.9299,-7.3818,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1841,6459,2310176226,KF776086,Iriartella stenocarpa,-73.8962,-9.9384,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1842,6460,2309741912,KJ540604,Iriartella stenocarpa,-73.8196,-9.7868,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1843,6461,2309604523,KJ540576,Iriartella stenocarpa,-73.8196,-9.7868,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1844,6462,2309459206,KJ540577,Iriartella stenocarpa,-73.9164,-9.8391,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1846,6464,2309170236,KJ540575,Iriartella stenocarpa,-73.9164,-9.8391,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1847,6465,2308953612,KJ540606,Iriartella stenocarpa,-73.9164,-9.8391,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1848,6466,2308570854,KJ540557,Iriartella stenocarpa,-73.9164,-9.8391,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1849,6467,2307558226,KJ540589,Iriartella stenocarpa,-73.9164,-9.8391,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1850,6468,2307513641,KJ540603,Iriartella stenocarpa,-73.7714,-10.7876,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1851,6469,2307259182,KJ540548,Iriartella stenocarpa,-73.7714,-10.7876,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
1852,6470,2306998750,KJ540590,Iriartella stenocarpa,-73.8196,-9.7868,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
2149,6859,2309196057,JN661790,Jacaranda copaia,-69,-8.72,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
2165,6875,2305200507,JN661805,Jacaranda copaia,-69,-8.72,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
2199,6963,2310903548,MG874796,Leonia cymosa,-73.16,-4.35,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
2200,6964,2310748042,MF002381,Leonia cymosa,-73.16,-4.35,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
2201,6965,2310024917,MF002380,Leonia cymosa,-73.16,-4.35,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
2202,6966,2309930304,MF002382,Leonia cymosa,-73.16,-4.35,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
2203,6967,2309692129,MG874793,Leonia cymosa,-73.16,-4.35,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
2204,6968,2309487441,MF002384,Leonia cymosa,-73.16,-4.35,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
2205,6969,2308807452,MG874794,Leonia cymosa,-73.16,-4.35,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
2206,6970,2307768356,MF002375,Leonia cymosa,-73.16,-4.35,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
2207,6971,2307756904,MG874795,Leonia cymosa,-73.16,-4.35,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
2208,6972,2307564585,MF002376,Leonia cymosa,-73.16,-4.35,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
2209,6973,2307344039,MF002383,Leonia cymosa,-73.16,-4.35,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
2210,6974,2306863662,MF002377,Leonia cymosa,-73.16,-4.35,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
2211,6975,2306462310,MF002378,Leonia cymosa,-73.16,-4.35,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
2212,6976,2306400309,MF002374,Leonia cymosa,-73.16,-4.35,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
2213,6977,2305701628,MF002379,Leonia cymosa,-73.16,-4.35,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
2631,28005,2310892350,EU872909,Pagamea acrensis,-74.27,-6.44,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
2640,28014,2305288733,EU872769,Pagamea acrensis,-74.27,-6.44,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
2792,28177,2310383984,EU872788,Pagamea guianensis,-73.63,-4.9,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
2828,28223,2309382417,EU872877,Pagamea guianensis,-73.63,-4.9,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
2867,28272,2308024178,EU872663,Pagamea guianensis,-73.63,-4.9,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
3035,28476,2309681809,EU872900,Pagamea plicata,-74.27,-6.44,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
3060,28508,2304693080,EU872811,Pagamea plicata,-74.27,-6.44,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
3423,29085,2310925635,KT345885,Pteridium caudatum,-65567,-10483,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
3424,29092,2307126850,KT345814,Pteridium caudatum,-65567,-10483,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
3425,29095,2306478808,KT345815,Pteridium caudatum,-65567,-10483,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
3427,29097,2305963870,KT345816,Pteridium caudatum,-65567,-10483,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
3428,29098,2305827860,KT345927,Pteridium caudatum,-65567,-10483,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
3429,29100,2305492027,KT345847,Pteridium caudatum,-65567,-10483,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
3661,29660,2311118733,KJ540559,Socratea salazarii,-73.8018,-5.0237,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
3662,29661,2310691313,KJ540552,Socratea salazarii,-73.8018,-5.0237,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
3663,29662,2310580484,KJ540609,Socratea salazarii,-73.8018,-5.0237,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
3664,29663,2310315584,KF775855,Socratea salazarii,-73.7654,-10.8157,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
3665,29664,2310068957,KF776038,Socratea salazarii,-73.7654,-10.8157,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
3666,29665,2309794036,KJ540579,Socratea salazarii,-73.8901,-9966,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
3667,29666,2309632269,KF775972,Socratea salazarii,-73.7654,-10.8157,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
3668,29667,2308720454,KJ540567,Socratea salazarii,-73.8018,-5.0237,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
3669,29668,2308537248,KJ540608,Socratea salazarii,-73.8901,-9966,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
3671,29670,2307683217,KF775682,Socratea salazarii,-73.7654,-10.8157,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
3672,29671,2307614507,KJ540585,Socratea salazarii,-73.8018,-5.0237,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
3673,29672,2307233439,KF775908,Socratea salazarii,-73.7654,-10.8157,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
3674,29673,2307115570,KF775797,Socratea salazarii,-73.7654,-10.8157,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
3675,29674,2306267360,KJ540544,Socratea salazarii,-73.8018,-5.0237,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
3678,29677,2305177903,KJ540596,Socratea salazarii,-73.8901,-9966,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
3679,29678,2304863718,KF775747,Socratea salazarii,-73.7654,-10.8157,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests
