"X" "gbifID","occurrenceID","decimalLatitude","decimalLongitude","identifier","homepolygon"
"219","378",2309010946,"KP878500",-3717,-73.2382,"","Tropical & Subtropical Moist Broadleaf Forests"
"220","381",2308997502,"KP878510",-3717,-73.2382,"","Tropical & Subtropical Moist Broadleaf Forests"
"221","383",2308983355,"MG718776",-24.18,-47.92,"","Tropical & Subtropical Moist Broadleaf Forests"
"222","385",2308978309,"JN661756",4.03,-52.68,"","Tropical & Subtropical Moist Broadleaf Forests"
"223","388",2308966343,"KR081778",-22.82,-42.16,"","Tropical & Subtropical Moist Broadleaf Forests"
"224","389",2308960143,"KR055896",-22.85,-43.24,"","Tropical & Subtropical Moist Broadleaf Forests"
"225","391",2308948511,"JN661740",4.09,-52.67,"","Tropical & Subtropical Moist Broadleaf Forests"
"226","392",2308932354,"KR025990",-22.85,-43.24,"","Tropical & Subtropical Moist Broadleaf Forests"
"227","393",2308925675,"LT630620",-10.62,-73.96,"","Tropical & Subtropical Moist Broadleaf Forests"
"228","394",2308918141,"MH236544",-15.08,-42.47,"","Tropical & Subtropical Moist Broadleaf Forests"
"229","395",2308907506,"KU159991",-3.94,-73.41,"","Tropical & Subtropical Moist Broadleaf Forests"
"230","398",2308890065,"EU872831",-3.91,-73.4,"","Tropical & Subtropical Moist Broadleaf Forests"
"231","400",2308879140,"KR025998",-22.82,-42.16,"","Tropical & Subtropical Moist Broadleaf Forests"
"232","401",2308874095,"LT630638",-10.62,-73.96,"","Tropical & Subtropical Moist Broadleaf Forests"
"233","402",2308868745,"EU872536",1.27,-68.56,"","Tropical & Subtropical Moist Broadleaf Forests"
"234","403",2308865438,"EU872960",-16.4,-39.06,"","Tropical & Subtropical Moist Broadleaf Forests"
"235","404",2308861463,"KU160002",-3.48,-68.95,"","Tropical & Subtropical Moist Broadleaf Forests"
"236","408",2308836305,"MG407457",-6.51,-51.16,"","Tropical & Subtropical Moist Broadleaf Forests"
"237","409",2308829797,"LT630629",-10.67,-73.85,"","Tropical & Subtropical Moist Broadleaf Forests"
"238","410",2308809352,"MF786134",5.55,-60.96,"","Tropical & Subtropical Moist Broadleaf Forests"
"239","411",2308804051,"MF171473",-6.32,-48.51,"","Tropical & Subtropical Moist Broadleaf Forests"
"240","412",2308799591,"KR025987",-22.85,-43.24,"","Tropical & Subtropical Moist Broadleaf Forests"
"242","414",2308788110,"MF786187",5.31,-59.84,"","Tropical & Subtropical Moist Broadleaf Forests"
"243","415",2308774149,"LT630641",-10.62,-73.96,"","Tropical & Subtropical Moist Broadleaf Forests"
"244","417",2308765618,"JN661753",4.03,-52.68,"","Tropical & Subtropical Moist Broadleaf Forests"
"245","418",2308761067,"LT630689",-9.88,-73.95,"","Tropical & Subtropical Moist Broadleaf Forests"
"246","419",2308754070,"KT833589",-21.81,-47.27,"","Tropical & Subtropical Moist Broadleaf Forests"
"247","421",2308747751,"MF411160",-6.04,-50.21,"","Tropical & Subtropical Moist Broadleaf Forests"
"248","422",2308741150,"KP964028",-22.85,-43.24,"","Tropical & Subtropical Moist Broadleaf Forests"
"249","424",2308738545,"MF785452",5.86,-60.16,"","Tropical & Subtropical Moist Broadleaf Forests"
"250","430",2308725526,"MF786356",3.55,-58.24,"","Tropical & Subtropical Moist Broadleaf Forests"
"251","431",2308722319,"MG217384",-6.32,-49.9,"","Tropical & Subtropical Moist Broadleaf Forests"
"252","432",2308697090,"KU160005",-3.49,-68.95,"","Tropical & Subtropical Moist Broadleaf Forests"
"253","433",2308687171,"KU160054",-1.05,-67.56,"","Tropical & Subtropical Moist Broadleaf Forests"
"254","434",2308685855,"MF786097",5.5,-60.84,"","Tropical & Subtropical Moist Broadleaf Forests"
"255","435",2308681754,"KU160014",-2.82,-67.89,"","Tropical & Subtropical Moist Broadleaf Forests"
"256","438",2308668451,"KR055892",-22.85,-43.24,"","Tropical & Subtropical Moist Broadleaf Forests"
"257","439",2308667069,"MG217389",-6.34,-49.96,"","Tropical & Subtropical Moist Broadleaf Forests"
"258","443",2308645392,"KR081769",-22.85,-43.24,"","Tropical & Subtropical Moist Broadleaf Forests"
"259","444",2308637635,"JN661736",4.03,-52.68,"","Tropical & Subtropical Moist Broadleaf Forests"
"260","445",2308636154,"LT630627",-10.67,-73.85,"","Tropical & Subtropical Moist Broadleaf Forests"
"261","449",2308624884,"EU872667",-3.91,-73.4,"","Tropical & Subtropical Moist Broadleaf Forests"
"262","450",2308614910,"KU159898",-0.58,-64.93,"","Tropical & Subtropical Moist Broadleaf Forests"
"263","451",2308613975,"KU159899",-0.58,-64.93,"","Tropical & Subtropical Moist Broadleaf Forests"
"264","454",2308600573,"EU872534",1.27,-68.56,"","Tropical & Subtropical Moist Broadleaf Forests"
"265","455",2308589834,"KU160003",-3.48,-68.95,"","Tropical & Subtropical Moist Broadleaf Forests"
"266","457",2308589231,"MF785373",5.55,-60.9,"","Tropical & Subtropical Moist Broadleaf Forests"
"267","458",2308577080,"KT355759",-21.81,-47.27,"","Tropical & Subtropical Moist Broadleaf Forests"
"268","459",2308576355,"KR081774",-22.85,-43.24,"","Tropical & Subtropical Moist Broadleaf Forests"
"269","461",2308572326,"MG718659",-24.18,-47.92,"","Tropical & Subtropical Moist Broadleaf Forests"
"270","464",2308562757,"LT630634",-10.03,-73.95,"","Tropical & Subtropical Moist Broadleaf Forests"
"272","470",2308531931,"KU159997",-4.9,-73.63,"","Tropical & Subtropical Moist Broadleaf Forests"
"273","471",2308525106,"EU872661",-3.87,-73.35,"","Tropical & Subtropical Moist Broadleaf Forests"
"274","477",2308483501,"EU872835",1.27,-68.56,"","Tropical & Subtropical Moist Broadleaf Forests"
"275","480",2308471370,"KP964029",-22.85,-43.24,"","Tropical & Subtropical Moist Broadleaf Forests"
"276","481",2308469395,"MF785411",5.21,-60.57,"","Tropical & Subtropical Moist Broadleaf Forests"
"277","483",2308453304,"KT208035",-20672,-40495,"","Tropical & Subtropical Moist Broadleaf Forests"
"278","486",2308414078,"LT630666",-10.67,-73.85,"","Tropical & Subtropical Moist Broadleaf Forests"
"279","488",2308394609,"KU160061",-0.56,-67.4,"","Tropical & Subtropical Moist Broadleaf Forests"
"280","489",2308390464,"KR025991",-22.85,-43.24,"","Tropical & Subtropical Moist Broadleaf Forests"
"281","491",2308377181,"LT630633",-9.88,-73.95,"","Tropical & Subtropical Moist Broadleaf Forests"
